Carrier,Origin City,Destination City,Month,Aircraft,Seats,Passengers,Distance,Departures Performed,Departures Scheduled
Southwest Airlines Co.,"Houston, TX","Raleigh/Durham, NC",4,612,3432,3113,1050,24,24
PSA Airlines Inc.,"San Antonio, TX","Charlotte, NC",7,638,1824,1685,1095,24,24
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",1,655,3220,2906,1061,23,24
Southwest Airlines Co.,"Houston, TX","Charlotte, NC",2,612,3432,1843,920,24,24
PSA Airlines Inc.,"San Antonio, TX","Charlotte, NC",5,638,1824,1719,1095,24,24
PSA Airlines Inc.,"San Antonio, TX","Charlotte, NC",6,638,1444,1366,1095,19,24
American Airlines Inc.,"Austin, TX","Charlotte, NC",3,694,3750,3259,1032,25,25
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",4,698,3072,2043,1061,24,25
United Air Lines Inc.,"Houston, TX","Raleigh/Durham, NC",9,698,3072,2474,1042,24,25
American Airlines Inc.,"Houston, TX","Charlotte, NC",10,699,4301,2783,912,23,25
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",7,614,3840,3425,1095,24,26
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",10,694,3900,3340,936,26,26
Southwest Airlines Co.,"Dallas, TX","Raleigh/Durham, NC",9,612,3146,1929,1052,22,26
Mesa Airlines Inc.,"Houston, TX","Raleigh/Durham, NC",2,673,1976,1882,1042,26,26
Mesa Airlines Inc.,"Houston, TX","Raleigh/Durham, NC",7,673,1976,1797,1042,26,26
Southwest Airlines Co.,"Houston, TX","Raleigh/Durham, NC",1,612,3432,2969,1050,24,26
Southwest Airlines Co.,"Houston, TX","Charlotte, NC",1,612,3718,2199,920,26,27
United Air Lines Inc.,"Houston, TX","Charlotte, NC",7,612,3402,2892,912,27,27
Southwest Airlines Co.,"Dallas, TX","Raleigh/Durham, NC",3,612,3861,3370,1052,27,27
Southwest Airlines Co.,"Houston, TX","Raleigh/Durham, NC",5,612,3861,3613,1050,27,27
American Airlines Inc.,"Houston, TX","Charlotte, NC",5,694,3900,3302,912,26,27
PSA Airlines Inc.,"San Antonio, TX","Charlotte, NC",10,638,2052,1963,1095,27,27
Southwest Airlines Co.,"Houston, TX","Charlotte, NC",10,612,3861,3318,920,27,27
PSA Airlines Inc.,"San Antonio, TX","Charlotte, NC",8,638,2052,1879,1095,27,27
Mesa Airlines Inc.,"Houston, TX","Raleigh/Durham, NC",9,673,2052,1387,1042,27,27
American Airlines Inc.,"Austin, TX","Charlotte, NC",2,699,5049,4272,1032,27,28
Mesa Airlines Inc.,"Houston, TX","Raleigh/Durham, NC",1,673,2128,2038,1042,28,28
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",6,694,4200,3766,936,28,28
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",7,694,4200,3242,936,28,28
Southwest Airlines Co.,"Dallas, TX","Raleigh/Durham, NC",8,612,4004,3615,1052,28,28
Southwest Airlines Co.,"Houston, TX","Charlotte, NC",4,612,4004,3371,920,28,28
Southwest Airlines Co.,"Dallas, TX","Charlotte, NC",2,612,4004,3195,926,28,28
United Air Lines Inc.,"Houston, TX","Raleigh/Durham, NC",1,612,3322,2142,1042,27,28
Southwest Airlines Co.,"Houston, TX","Charlotte, NC",3,612,4004,3099,920,28,28
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",3,694,4200,3622,936,28,28
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",3,699,5068,4155,1061,28,28
Southwest Airlines Co.,"Houston, TX","Raleigh/Durham, NC",6,612,4147,3915,1050,29,29
Southwest Airlines Co.,"Dallas, TX","Raleigh/Durham, NC",4,612,4147,3861,1052,29,29
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",5,694,4350,3582,936,29,29
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",9,694,4350,3332,1095,29,29
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",10,694,4350,3987,1095,29,29
Southwest Airlines Co.,"Dallas, TX","Charlotte, NC",9,612,3718,3250,926,26,29
Southwest Airlines Co.,"Houston, TX","Raleigh/Durham, NC",9,612,3861,2812,1050,27,29
Envoy Air,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",4,676,1320,476,1061,30,30
Endeavor Air Inc.,"Austin, TX","Raleigh/Durham, NC",3,638,2280,1773,1162,30,30
American Airlines Inc.,"Austin, TX","Charlotte, NC",10,694,4500,4193,1032,30,30
Southwest Airlines Co.,"Dallas, TX","Raleigh/Durham, NC",10,612,4290,3755,1052,30,30
Southwest Airlines Co.,"Dallas, TX","Charlotte, NC",1,612,4290,3483,926,30,30
Southwest Airlines Co.,"Dallas, TX","Raleigh/Durham, NC",6,612,4290,4152,1052,30,30
United Air Lines Inc.,"Houston, TX","Raleigh/Durham, NC",7,614,4980,4722,1042,30,30
Mesa Airlines Inc.,"Houston, TX","Raleigh/Durham, NC",3,673,2280,2217,1042,30,30
Republic Airline,"Houston, TX","Charlotte, NC",3,677,2099,1891,912,30,30
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",4,694,4500,3661,936,30,30
American Airlines Inc.,"Houston, TX","Charlotte, NC",4,698,3840,3400,912,30,30
American Airlines Inc.,"Austin, TX","Charlotte, NC",6,614,4640,3817,1032,29,30
SkyWest Airlines Inc.,"Houston, TX","Charlotte, NC",6,631,2100,1957,912,30,30
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",1,614,4960,4216,1095,31,31
Southwest Airlines Co.,"Dallas, TX","Charlotte, NC",6,612,4433,4156,926,31,31
Southwest Airlines Co.,"Dallas, TX","Charlotte, NC",7,612,4290,3771,926,30,31
Southwest Airlines Co.,"Dallas, TX","Raleigh/Durham, NC",7,612,4433,4157,1052,31,31
Southwest Airlines Co.,"Houston, TX","Raleigh/Durham, NC",7,612,4433,3986,1050,31,31
American Airlines Inc.,"Austin, TX","Charlotte, NC",3,699,5797,5230,1032,31,31
SkyWest Airlines Inc.,"Houston, TX","Charlotte, NC",5,631,2170,2024,912,31,31
Southwest Airlines Co.,"Dallas, TX","Raleigh/Durham, NC",5,612,4433,4150,1052,31,31
Southwest Airlines Co.,"Houston, TX","Charlotte, NC",5,612,4433,3979,920,31,31
SkyWest Airlines Inc.,"Houston, TX","Charlotte, NC",7,631,2170,2053,912,31,31
Southwest Airlines Co.,"Dallas, TX","Charlotte, NC",10,612,4433,4000,926,31,31
American Airlines Inc.,"Austin, TX","Charlotte, NC",7,614,4000,3151,1032,25,31
Southwest Airlines Co.,"Dallas, TX","Charlotte, NC",8,612,4433,3763,926,31,31
American Airlines Inc.,"Austin, TX","Charlotte, NC",9,694,4650,3418,1032,31,31
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",10,614,4960,3752,1095,31,31
American Airlines Inc.,"Austin, TX","Charlotte, NC",8,614,4640,2880,1032,29,31
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",8,694,4500,3523,936,30,31
Republic Airline,"Houston, TX","Raleigh/Durham, NC",1,677,2100,1923,1042,30,32
American Airlines Inc.,"Austin, TX","Charlotte, NC",1,699,5610,4350,1032,30,32
Mesa Airlines Inc.,"Houston, TX","Raleigh/Durham, NC",8,673,2508,2141,1042,33,33
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",2,655,4760,3671,1061,34,34
Southwest Airlines Co.,"Houston, TX","Charlotte, NC",9,612,4433,3539,920,31,34
American Airlines Inc.,"Austin, TX","Charlotte, NC",5,614,5440,4830,1032,34,34
Republic Airline,"Houston, TX","Raleigh/Durham, NC",7,677,2450,2325,1042,35,34
Southwest Airlines Co.,"Dallas, TX","Charlotte, NC",3,612,4862,4110,926,34,34
Southwest Airlines Co.,"Dallas, TX","Charlotte, NC",5,612,5005,4408,926,35,35
Southwest Airlines Co.,"Dallas, TX","Charlotte, NC",4,612,5005,4470,926,35,35
Republic Airline,"Houston, TX","Raleigh/Durham, NC",8,673,2660,2436,1042,35,35
Mesa Airlines Inc.,"Houston, TX","Raleigh/Durham, NC",6,673,2736,2428,1042,36,36
Republic Airline,"Houston, TX","Raleigh/Durham, NC",6,677,2590,2440,1042,37,37
American Airlines Inc.,"Houston, TX","Charlotte, NC",10,694,5400,4122,912,36,37
Southwest Airlines Co.,"Houston, TX","Charlotte, NC",8,612,5291,4403,920,37,38
American Airlines Inc.,"Houston, TX","Charlotte, NC",9,698,4864,3732,912,38,38
American Airlines Inc.,"Houston, TX","Charlotte, NC",6,694,5850,4878,912,39,40
United Air Lines Inc.,"Houston, TX","Raleigh/Durham, NC",10,698,5248,4004,1042,41,41
SkyWest Airlines Inc.,"Houston, TX","Charlotte, NC",8,631,2870,2656,912,41,41
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",2,614,6720,5455,1095,42,42
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",3,614,7200,6031,936,45,45
Southwest Airlines Co.,"Houston, TX","Charlotte, NC",6,612,6721,5879,920,47,47
Republic Airline,"Houston, TX","Raleigh/Durham, NC",8,677,3290,2991,1042,47,47
American Airlines Inc.,"Houston, TX","Charlotte, NC",2,694,7200,5572,912,48,48
Republic Airline,"Houston, TX","Raleigh/Durham, NC",6,673,3648,3247,1042,48,48
Mesa Airlines Inc.,"Houston, TX","Raleigh/Durham, NC",4,673,3648,3426,1042,48,48
American Airlines Inc.,"Houston, TX","Charlotte, NC",1,614,7680,5353,912,48,49
American Airlines Inc.,"Houston, TX","Charlotte, NC",2,614,7840,6020,912,49,50
American Airlines Inc.,"Houston, TX","Charlotte, NC",7,694,7200,6336,912,48,50
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",9,698,6528,4812,1095,51,51
American Airlines Inc.,"Houston, TX","Charlotte, NC",8,694,7500,5555,912,50,51
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",10,698,6656,6201,1095,52,52
Envoy Air,"Dallas/Fort Worth, TX","Greensboro/High Point, NC",2,673,3876,3016,999,51,52
Republic Airline,"Houston, TX","Raleigh/Durham, NC",3,677,3570,3066,1042,51,52
American Airlines Inc.,"Houston, TX","Charlotte, NC",1,694,7650,5805,912,51,53
Southwest Airlines Co.,"Houston, TX","Charlotte, NC",7,612,7579,6263,920,53,53
SkyWest Airlines Inc.,"Houston, TX","Charlotte, NC",10,631,3710,3174,912,53,53
SkyWest Airlines Inc.,"Houston, TX","Charlotte, NC",9,631,3640,2840,912,52,53
American Airlines Inc.,"Austin, TX","Charlotte, NC",2,698,6912,5878,1032,54,54
Republic Airline,"Houston, TX","Raleigh/Durham, NC",9,677,3500,2791,1042,50,54
American Airlines Inc.,"Austin, TX","Charlotte, NC",4,614,8640,7806,1032,54,54
Republic Airline,"Houston, TX","Raleigh/Durham, NC",4,677,3780,3179,1042,54,54
American Airlines Inc.,"Austin, TX","Charlotte, NC",3,698,6912,6199,1032,54,54
American Airlines Inc.,"Houston, TX","Charlotte, NC",3,694,8100,6953,912,54,54
American Airlines Inc.,"Houston, TX","Charlotte, NC",5,698,7040,6189,912,55,55
American Airlines Inc.,"Houston, TX","Charlotte, NC",9,694,8100,5147,912,54,55
Envoy Air,"Dallas/Fort Worth, TX","Greensboro/High Point, NC",4,673,4256,3262,999,56,56
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",6,698,7168,6857,1095,56,56
American Airlines Inc.,"Houston, TX","Charlotte, NC",9,614,8800,5631,912,55,56
Republic Airline,"Houston, TX","Raleigh/Durham, NC",10,677,3850,3293,1042,55,56
American Airlines Inc.,"Houston, TX","Charlotte, NC",8,614,8800,6445,912,55,56
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",8,698,7168,5998,1095,56,56
Republic Airline,"Houston, TX","Raleigh/Durham, NC",7,673,4256,3922,1042,56,56
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",3,655,7840,6085,1061,56,57
American Airlines Inc.,"Houston, TX","Charlotte, NC",7,614,8640,7211,912,54,57
American Airlines Inc.,"Houston, TX","Charlotte, NC",10,614,9180,6459,912,57,57
Envoy Air,"Dallas/Fort Worth, TX","Greensboro/High Point, NC",3,673,4256,3300,999,56,57
American Airlines Inc.,"Houston, TX","Charlotte, NC",2,698,7424,5515,912,58,58
American Airlines Inc.,"Houston, TX","Charlotte, NC",10,698,7168,6095,912,56,58
American Airlines Inc.,"Houston, TX","Charlotte, NC",8,698,7296,5913,912,57,58
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",3,698,7296,6361,1095,57,58
Envoy Air,"Dallas/Fort Worth, TX","Greensboro/High Point, NC",5,673,4408,3466,999,58,58
Envoy Air,"Dallas/Fort Worth, TX","Greensboro/High Point, NC",1,673,4408,3279,999,58,59
Republic Airline,"Houston, TX","Raleigh/Durham, NC",5,677,4130,3404,1042,59,59
Envoy Air,"Dallas/Fort Worth, TX","Greensboro/High Point, NC",9,673,4408,3193,999,58,59
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",7,698,7424,6552,1095,58,59
American Airlines Inc.,"Houston, TX","Charlotte, NC",6,614,9440,7991,912,59,60
Mesa Airlines Inc.,"Houston, TX","Raleigh/Durham, NC",5,673,4560,4295,1042,60,60
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",4,655,8400,7045,1061,60,60
American Airlines Inc.,"Austin, TX","Charlotte, NC",1,698,7808,6431,1032,61,61
Envoy Air,"Dallas/Fort Worth, TX","Greensboro/High Point, NC",10,673,4408,3521,999,58,61
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",2,614,9760,8143,936,61,61
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",3,614,9920,8744,1095,62,62
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",5,614,9920,8762,936,62,62
American Airlines Inc.,"Houston, TX","Charlotte, NC",3,614,9920,7990,912,62,62
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",10,655,8540,7159,1061,61,63
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",2,698,8064,7064,1095,63,63
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",10,614,10276,9114,936,64,64
American Airlines Inc.,"Houston, TX","Charlotte, NC",3,698,8192,6559,912,64,64
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",1,614,10400,8783,936,65,65
American Airlines Inc.,"Houston, TX","Charlotte, NC",6,698,8320,7350,912,65,66
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",9,614,10412,8202,936,65,66
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",5,698,8448,7516,1095,66,66
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",4,614,10720,9423,936,67,67
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",8,655,9240,7932,1061,66,67
American Airlines Inc.,"Houston, TX","Charlotte, NC",7,698,8320,7272,912,65,68
Mesa Airlines Inc.,"Houston, TX","Charlotte, NC",4,673,5396,4913,912,71,71
Mesa Airlines Inc.,"Houston, TX","Charlotte, NC",3,673,5396,4546,912,71,71
American Airlines Inc.,"Austin, TX","Charlotte, NC",4,698,9088,8423,1032,71,71
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",9,655,9100,7098,1061,65,71
American Airlines Inc.,"Houston, TX","Charlotte, NC",1,698,9472,6568,912,74,75
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",3,614,12000,9452,1061,75,75
Envoy Air,"Dallas/Fort Worth, TX","Greensboro/High Point, NC",8,673,5700,4499,999,75,75
Envoy Air,"Dallas/Fort Worth, TX","Greensboro/High Point, NC",6,673,5776,4511,999,76,76
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",1,698,9856,7756,1095,77,79
Envoy Air,"Dallas/Fort Worth, TX","Greensboro/High Point, NC",7,673,6079,4551,999,80,81
Mesa Airlines Inc.,"Houston, TX","Charlotte, NC",5,673,6232,5735,912,82,82
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",4,698,10368,9429,1095,81,82
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",7,655,11480,9874,1061,82,83
Mesa Airlines Inc.,"Houston, TX","Charlotte, NC",9,673,6308,5033,912,83,83
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",6,614,13280,12353,936,83,84
American Airlines Inc.,"Austin, TX","Charlotte, NC",5,698,10880,10061,1032,85,85
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",6,614,13600,11531,1061,85,86
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",6,655,11200,9592,1061,80,86
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",7,614,13600,11519,1061,85,86
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",5,614,13600,10649,1061,85,86
Mesa Airlines Inc.,"Houston, TX","Charlotte, NC",6,673,6612,6312,912,87,87
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",9,614,13132,9333,1061,82,88
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",10,614,13624,10758,1061,85,88
Mesa Airlines Inc.,"Houston, TX","Charlotte, NC",7,673,6688,6464,912,88,88
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",4,614,14080,10797,1061,88,88
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",5,655,11900,9459,1061,85,89
Mesa Airlines Inc.,"Houston, TX","Charlotte, NC",10,673,6840,6168,912,90,90
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",8,614,14240,12756,936,89,92
Mesa Airlines Inc.,"Houston, TX","Charlotte, NC",8,673,6992,6591,912,92,92
American Airlines Inc.,"Houston, TX","Charlotte, NC",5,614,15200,12896,912,95,95
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",7,614,15200,13863,936,95,95
American Airlines Inc.,"Austin, TX","Charlotte, NC",9,698,11904,8887,1032,93,95
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",8,614,15680,13243,1061,98,99
American Airlines Inc.,"Austin, TX","Charlotte, NC",8,698,12928,11374,1032,101,102
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",2,614,16640,12561,1061,104,104
American Airlines Inc.,"Austin, TX","Charlotte, NC",10,698,13312,11581,1032,104,105
Mesa Airlines Inc.,"Houston, TX","Charlotte, NC",2,673,8056,6261,912,106,106
Mesa Airlines Inc.,"Houston, TX","Charlotte, NC",1,673,8208,6460,912,108,108
American Airlines Inc.,"Austin, TX","Charlotte, NC",6,698,13696,12819,1032,107,108
American Airlines Inc.,"Austin, TX","Charlotte, NC",7,698,13952,12545,1032,109,116
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",1,614,19680,15409,1061,123,124
American Airlines Inc.,"Houston, TX","Charlotte, NC",4,614,22080,17462,912,138,139
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",7,699,32339,28187,936,173,177
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",8,699,33099,27947,936,177,180
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",6,699,34215,30878,936,183,184
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",9,699,35524,26388,936,190,197
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",10,699,39421,32499,936,211,214
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",5,699,40947,35264,936,219,220
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",2,699,41514,33933,936,222,224
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",4,699,42624,36633,936,228,229
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",1,699,46370,37412,936,248,252
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",3,699,48059,40329,936,257,260
American Airlines Inc.,"Austin, TX","Charlotte, NC",12,614,160,40,1032,1,1
American Airlines Inc.,"Houston, TX","Charlotte, NC",12,699,187,136,912,1,1
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",12,699,187,130,1095,1,1
United Air Lines Inc.,"Houston, TX","Raleigh/Durham, NC",12,694,150,148,1042,1,1
United Air Lines Inc.,"Houston, TX","Raleigh/Durham, NC",12,614,320,313,1042,2,2
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",12,694,300,262,1095,2,2
Republic Airline,"Houston, TX","Charlotte, NC",12,673,228,186,912,3,3
ExpressJet Airlines Inc.,"Houston, TX","Raleigh/Durham, NC",12,675,150,143,1042,3,3
United Air Lines Inc.,"Houston, TX","Charlotte, NC",12,612,362,236,912,3,3
Southwest Airlines Co.,"Dallas, TX","Charlotte, NC",12,614,525,464,926,3,3
United Air Lines Inc.,"Houston, TX","Charlotte, NC",12,698,512,447,912,4,4
ExpressJet Airlines Inc.,"Houston, TX","Charlotte, NC",12,675,250,162,912,5,5
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",12,698,640,364,936,5,5
Southwest Airlines Co.,"Houston, TX","Charlotte, NC",12,614,1225,921,920,7,7
Mesa Airlines Inc.,"Dallas/Fort Worth, TX","Wilmington, NC",12,638,538,466,1106,7,7
United Air Lines Inc.,"Houston, TX","Raleigh/Durham, NC",12,612,1110,991,1042,9,9
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",12,694,1800,1322,936,12,12
Frontier Airlines Inc.,"Austin, TX","Raleigh/Durham, NC",12,698,1950,1738,1162,13,13
SkyWest Airlines Inc.,"Austin, TX","Raleigh/Durham, NC",12,638,1064,626,1162,14,14
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",12,655,1960,1799,1061,14,14
United Air Lines Inc.,"Houston, TX","Charlotte, NC",12,694,2250,1386,912,15,15
Southwest Airlines Co.,"Houston, TX","Charlotte, NC",12,612,3432,2544,920,24,24
Southwest Airlines Co.,"Dallas, TX","Charlotte, NC",12,612,4290,3772,926,30,30
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",12,614,4960,4331,1095,31,31
American Airlines Inc.,"Austin, TX","Charlotte, NC",12,699,6919,6000,1032,37,37
Southwest Airlines Co.,"Houston, TX","Raleigh/Durham, NC",12,612,5720,5212,1050,40,40
American Airlines Inc.,"Austin, TX","Charlotte, NC",12,694,6000,4810,1032,40,40
American Airlines Inc.,"Houston, TX","Charlotte, NC",12,614,6400,5104,912,40,40
Republic Airline,"Houston, TX","Charlotte, NC",12,677,2870,2434,912,41,42
Southwest Airlines Co.,"Dallas, TX","Raleigh/Durham, NC",12,612,6435,5412,1052,45,45
Mesa Airlines Inc.,"Houston, TX","Raleigh/Durham, NC",12,673,3496,3301,1042,46,46
American Airlines Inc.,"Austin, TX","Charlotte, NC",12,698,6144,5175,1032,48,48
Republic Airline,"Houston, TX","Raleigh/Durham, NC",12,677,3850,3221,1042,55,56
Envoy Air,"Dallas/Fort Worth, TX","Greensboro/High Point, NC",12,673,4484,3479,999,59,60
American Airlines Inc.,"Houston, TX","Charlotte, NC",12,694,9150,6830,912,61,62
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",12,614,10240,8636,936,64,64
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",12,698,8448,7374,1095,66,66
Mesa Airlines Inc.,"Houston, TX","Charlotte, NC",12,673,5776,5001,912,76,76
American Airlines Inc.,"Houston, TX","Charlotte, NC",12,698,12544,10767,912,98,98
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",12,614,20960,17312,1061,131,132
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",12,699,46750,37999,936,250,253
United Air Lines Inc.,"Houston, TX","Charlotte, NC",11,612,118,112,912,1,1
United Air Lines Inc.,"Houston, TX","Raleigh/Durham, NC",11,694,150,141,1042,1,1
Southwest Airlines Co.,"Dallas, TX","Charlotte, NC",11,614,175,162,926,1,1
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",11,698,128,127,1061,1,1
SkyWest Airlines Inc.,"Houston, TX","Charlotte, NC",11,631,70,62,912,1,1
ExpressJet Airlines Inc.,"Houston, TX","Charlotte, NC",11,675,100,98,912,2,2
American Airlines Inc.,"Houston, TX","Charlotte, NC",11,699,374,327,912,2,2
United Air Lines Inc.,"Houston, TX","Charlotte, NC",11,694,450,233,912,3,3
Republic Airline,"Houston, TX","Raleigh/Durham, NC",11,673,304,238,1042,4,4
Southwest Airlines Co.,"Houston, TX","Charlotte, NC",11,614,700,646,920,4,4
United Air Lines Inc.,"Houston, TX","Charlotte, NC",11,614,818,553,912,5,5
Republic Airline,"Houston, TX","Charlotte, NC",11,673,380,298,912,5,5
American Airlines Inc.,"Austin, TX","Charlotte, NC",11,614,800,731,1032,5,5
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",11,698,640,449,936,5,5
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",11,694,900,771,1095,6,6
United Air Lines Inc.,"Houston, TX","Charlotte, NC",11,698,896,715,912,7,7
Frontier Airlines Inc.,"Austin, TX","Raleigh/Durham, NC",11,698,1950,1754,1162,13,13
United Air Lines Inc.,"Houston, TX","Charlotte, NC",11,634,2673,1702,912,15,15
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",11,694,2850,2531,936,19,19
SkyWest Airlines Inc.,"Austin, TX","Raleigh/Durham, NC",11,638,1596,1212,1162,21,21
Republic Airline,"Houston, TX","Charlotte, NC",11,677,1680,1402,912,24,24
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",11,614,4000,3779,1095,25,25
American Airlines Inc.,"Houston, TX","Charlotte, NC",11,614,4160,3387,912,26,26
Southwest Airlines Co.,"Houston, TX","Charlotte, NC",11,612,3718,2832,920,26,26
Southwest Airlines Co.,"Dallas, TX","Charlotte, NC",11,612,4433,4007,926,31,31
Southwest Airlines Co.,"Houston, TX","Raleigh/Durham, NC",11,612,5291,4990,1050,37,37
American Airlines Inc.,"Austin, TX","Charlotte, NC",11,699,7293,6679,1032,39,39
American Airlines Inc.,"Austin, TX","Charlotte, NC",11,698,4992,4323,1032,39,40
Southwest Airlines Co.,"Dallas, TX","Raleigh/Durham, NC",11,612,5720,5202,1052,40,40
American Airlines Inc.,"Austin, TX","Charlotte, NC",11,694,7200,6300,1032,48,49
Mesa Airlines Inc.,"Houston, TX","Raleigh/Durham, NC",11,673,4028,3739,1042,53,53
Envoy Air,"Dallas/Fort Worth, TX","Greensboro/High Point, NC",11,673,4256,3117,999,56,56
Republic Airline,"Houston, TX","Raleigh/Durham, NC",11,677,3990,3575,1042,57,57
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",11,614,9440,8473,936,59,59
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",11,698,9216,8517,1095,72,72
American Airlines Inc.,"Houston, TX","Charlotte, NC",11,698,10240,9134,912,80,80
Mesa Airlines Inc.,"Houston, TX","Charlotte, NC",11,673,6080,4859,912,80,80
American Airlines Inc.,"Houston, TX","Charlotte, NC",11,694,12150,10111,912,81,81
American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",11,614,21440,18291,1061,134,134
American Airlines Inc.,"Dallas/Fort Worth, TX","Charlotte, NC",11,699,44319,37724,936,237,237
American Airlines Inc.,"San Antonio, TX","Charlotte, NC",10,699,187,132,1095,1,1
United Air Lines Inc.,"Houston, TX","Charlotte, NC",10,612,126,47,912,1,1
